سلام	174
بعضی	47
هر	39
روشن	37
شما	17
سریع	14
کیفیت	13
کتاب	12
قربان	11
جز	8
زیبا	8
قدر	6
خاص	6
انجام	6
نیز	6
عشق	6
همین	5
از	5
برگزار	5
مربوط	5
در	4
بلکه	4
نزدیک	4
جهت	4
لازم	4
مادر	4
دور	4
لذت	4
خواهان	3
واسطه	3
کوچک	3
زیاد	3
مکان	3
ترس	3
بردن	3
شهر	3
باشد	3
زیر	3
قدمت	3
ماه	3
اطمینان	3
متقاعد	3
محل	3
پارچه	3
سفر	3
آویزان	3
پسند	3
چتر	3
زمین	3
متوجه	3
ساختار	3
شروع	3
شاد	3
مستمر	3
مگر	3
امتحان	3
رفتن	3
ناراحت	3
باز هم	3
راه	3
درست	3
روز	3
مجبور	3
مرور	3
همیشه	3
من	3
چاق	3
گناه	3
حوصله	3
خیلی	3
نسبتا	3
تقریبا	3
خوب	3
تمرین	3
سرانجام	3
راجع	3
لحاظ	3
سیب	3
اواخر	3
هنوز	3
تولد	3
طبیب	3
عیب	3
بخاطر	3
تدارک	3
فریب	3
انگار	3
اندازه	3
راستگو	3
اختلال	3
پرتاب	3
شبیه	3
انتظار	3
خوشرو	3
حروف	3
احتمال	3
اذیت	3
مقایسه	3
تلاش	3
حجم	3
حسابی	2
ملاقات	2
فریبا	2
پدر	2
شد	2
کلید	2
در گذشته	2
عصبانی	2
بیان	2
گزینه	2
شیء	2
کم	2
مرد	2
آتش	2
کلام	2
طلاق	2
مشارکت	2
توسعه	2
ایده	2
عادل	2
جذب	2
میمون	2
تمرکز	2
تفکر	2
پی	2
نظر	2
ساده	2
تحریم	2
خانه	2
علاقمند	2
داشتن	2
همکاری	2
مدیون	2
مقاومت	2
معروف	2
مختلف	2
نگار	2
روند	2
قشر	2
متناسب	2
مهربان	2
همگی	2
ابتلا	2
بغل	2
دنیا	2
سرای	2
لوس	2
بوسه	2
برهنه	2
صبح	2
شرایط	2
بین	2
خسته	2
بهتر	2
خوشبخت	2
مدیر	2
دلتنگ	2
چک	2
شیر	2
باغ	2
استفاده	2
ابزار	2
بافت	2
رایانه	2
شعور	2
عاشق	2
خدا	2
آن	2
است	2
کاش	2
گل	2
پنکه	2
کجا	2
لطفا	2
خوردن	2
خواستن	2
شنیدن	2
آورد	2
مساوی	2
یعنی	2
آغوش	2
باید	2
منزل	2
فوری	2
چو	2
شانس	2
که	2
زندگی	2
نشاط	2
