trên	8
cho	7
yêu	6
được	4
đến	4
tại	3
gần	3
họ	3
đâu	3
trước	3
trong	3
anh	3
nói	3
xinh đẹp	3
đang	3
ăn	3
lanh	3
bao nhiêu	2
giao tiếp	2
không	2
gì	2
người	2
nào	2
lớn	2
hỏi	2
từ	2
vẻ đẹp	2
thời tiết	2
tôi	2
mà	2
là	2
với	2
sống	2
nhưng	2
đó	2
tiếng	2
vào	2
nhà	2
chơi	2
xem	2
mấy	2
cần	2
cố gắng	2
xe lửa	2
mua	2
nghe	2
nhập	2
xảy ra	2
định dạng	2
ghen	2
hơi	2
mệt	2
lắm	2
quá	2
chồng	2
tên	2
vẫn	2
cần phải	2
rồi	2
chúng tôi	2
ngủ	2
gia đình	2
chừng	2
bướng bỉnh	2
phản ứng	2
trạng thái	2
khoảng	2
thật	2
hôm nay	2
thích	2
đám đông	2
bị	2
thi	2
sẽ	2
thời gian	2
khác nhau	2
đi bộ	2
nhất	2
ấn tượng	2
tổ chức	2
nhịp điệu	2
ngay cả	2
ái vật	2
trừu tượng	2
xin chào	2
khiêm tốn	2
đàn áp	2
ném	2
bối cảnh	2
chưa	2
nâng cao	2
Tết	2
vừa	2
bấy giờ	1
ghế xích đu	1
làm sao	1
biết bao	1
quá trời	1
quá chừng	1
âm	1
miền	1
tổng cộng	1
xe hơi	1
chúng	1
chuyên nghiệp	1
toi	1
khi	1
chào	1
vớ	1
lơn	1
mũi	1
ngon	1
mắt	1
thừ	1
gỗ	1
nhau	1
the	1
Sao	1
túi xách	1
thói quen	1
kinh doanh	1
cuộc sống	1
sức khỏe	1
niềm tin	1
công việc	1
sấm	1
mình	1
ông	1
âm tiết	1
lỗi	1
cứng	1
giờ	1
về	1
đấy	1
thư viện	1
uống	1
các	1
thử	1
luyện tập	1
giúp đỡ	1
mở	1
trở thành	1
thảo luận	1
hy vọng	1
trở về	1
điện thoại	1
máy vi tính	1
máy chụp hình	1
có lẽ	1
gửi	1
năng lượng	1
nhái	1
bú	1
phân tâm	1
điều	1
chán quá	1
thiên nhiên	1
thanh long	1
tức là	1
đố kị	1
tha	1
tồn tại	1
tình yêu	1
sáng tạo	1
phổ biến	1
dã ngoại	1
sở thú	1
thủ dâm	1
lịch sử	1
văn nhân	1
ngớ ngẩn	1
kiên nhẫn	1
bí ẩn	1
bí mật	1
vì vậy	1
quý	1
sờ	1
tuyến	1
ủng hộ	1
nghi	1
không ai	1
ba	1
bốn	1
sáu	1
bà	1
trà	1
cà phê	1
thế	1
thế giới	1
cô gái	1
khoẻ	1
chị	1
tiêu hoá	1
nghiêm túc	1
nạo	1
dăm	1
dâm	1
nhiều	1
ấy	1
em	1
em gái	1
bạn	1
đẹp	1
khắp nơi	1
giáo viên	1
nhà báo	1
nghề	1
này	1
cái này	1
tên họ	1
cũng	1
đây	1
gần nhất	1
giới thiệu	1
số	1
cũ	1
chỗ	1
mới	1
nhà nhỏ	1
mười	1
bảy	1
tám	1
chín	1
hai mươi	1
đi	1
đói	1
chúng ta	1
xe đạp	1
cơm	1
đồng ý	1
tiệm ăn	1
nhiều lần	1
hiểu	1
lần	1
rộng	1
của tôi	1
giá bao nhiêu	1
trăm	1
cái	1
cái đó	1
cái kia	1
phòng	1
khách	1
phòng ngủ	1
một người	1
người ta	1
chỉ	1
chỉ thôi	1
đàn bà	1
vợ	1
con trai	1
xin lỗi	1
khu phố	1
làm ơn	1
chỉ đường	1
dễ	1
sự giải quyết	1
sự kiện	1
đến từ	1
sau	1
sau đó	1
bên phải	1
bên trái	1
chợ	1
trước mặt	1
nhà thờ	1
động viên	1
háo hức	1
thực tế	1
bao tử	1
rách	1
tình dục	1
nghịch ngợm	1
dân số	1
tán tỉnh	1
nhiều lắm	1
khoe	1
khỏe	1
cách đây	1
cách xa	1
rẽ	1
bằng	1
ngoại ô	1
bao xa	1
cây số	1
đi làm	1
tin	1
bè	1
nhà ga	1
để	1
đón	1
chủ nhật	1
đi chơi	1
rất	1
thích nhất	1
cái gì	1
cây cối	1
thú vật	1
động vật	1
hầu hết	1
đông	1
nhiều người	1
như vậy	1
không đâu	1
sợ	1
ngày	1
ngày mai	1
nhanh	1
chậm	1
một chút	1
trễ	1
hẹn	1
kia	1
chắc	1
chắc là	1
theo	1
theo cách	1
tín dụng	1
có vẻ	1
dân tộc	1
động lực	1
đồng hồ	1
nhanh lên	1
sớm	1
chứ	1
đúng	1
tốt hơn là	1
hiểu là	1
quên	1
luôn	1
khách sạn	1
trở lại	1
hơn nữa	1
xấu hơn	1
xấu	1
giám đốc	1
lâu	1
chờ lâu	1
bao giờ	1
ăn trưa	1
khi nào	1
xong	1
chiều	1
đâu có	1
ghê	1
rằng	1
nghĩ	1
kỳ	1
kỳ lạ	1
ngày tháng	1
cả ngày	1
liên quan	1
nhớ	1
hôm qua	1
tháng	1
hay	1
sinh nhật	1
có thể	1
sẽ xảy ra	1
cùng nhau	1
biến đổi	1
tài khoản	1
công chúng	1
đặt cọc	1
ngưỡng mộ	1
phẩm chất	1
căn hộ	1
hoàn toàn	1
kim cương	1
ngược lại	1
trang điểm	1
kỳ nghỉ	1
nhìn thấy	1
cô bé	1
năm ngoái	1
ít nhất	1
câu hỏi	1
cố	1
không bao giờ	1
tháng trước	1
dễ thương	1
quyết định	1
đất nước	1
quốc gia	1
thành phố	1
trường học	1
mưa	1
cần thiết	1
tối cần thiết	1
hạnh phúc	1
khí hậu	1
bắt đầu	1
đằng ấy	1
phản bội	1
thiểu số	1
cuối cùng	1
gãy	1
hẹp	1
bao gồm	1
như nhau	1
khám phá	1
lớn lên	1
dọn đến	1
tán gẫu	1
xác định	1
trêu chọc	1
khiến	1
kể	1
nhạy cảm	1
thật lòng	1
cộng đồng	1
màn	1
cô đơn	1
dãy	1
từ bỏ	1
dạy dỗ	1
lợi thế	1
tuyển sinh	1
lầm	1
lẫn lộn	1
nhạy	1
nói chung	1
dẻo	1
trông	1
quá khứ	1
thẩm mỹ	1
chán nản	1
tiếp xúc	1
nhãi	1
bù xù	1
tương đối	1
đám	1
Dân số	1
thay vì	1
xứng	1
không những	1
bất kể	1
biểu cảm	1
hồi hộp	1
nứng	1
rau cải	1
cao học	1
từ vựng	1
thẻ	1
từng	1
xỏ	1
kiều dân	1
sức hút	1
bóc	1
vụ	1
phiên âm	1
rặc	1
ngập tràn	1
chả	1
sàm sỡ	1
ngầu	1
cơ	1
phàn nàn	1
đa	1
chuyến	1
định mệnh	1
khả năng	1
chẳng hạn	1
kì	1
năng động	1
nguyên tắc	1
không gian	1
phân tích	1
sến	1
thịnh vượng	1
hạn chế	1
dồi dào	1
khéo	1
phóng đại	1
khuôn	1
duyên nợ	1
nét mặt	1
của quý	1
chiều chuộng	1
vai trò	1
áy náy	1
bừa bãi	1
chủ động	1
giấm	1
xác suất	1
tính năng	1
che	1
truyền	1
cúi	1
thiểu	1
khai thác	1
cầu nguyện	1
kém	1
hành lý	1
cao độ	1
cao nguyên	1
ôn đới	1
sương mù	1
cam	1
ý định	1
liêm sỉ	1
phân phối	1
cổ kính	1
địa điểm	1
gio	1
gió	1
thứ tự	1
cơ sở	1
vô tính	1
dồn	1
chi tiết	1
tình huống	1
tầm	1
trì hoãn	1
ngắm	1
thực hành	1
rủ rê	1
tham	1
dưng	1
hệt	1
lòi ra	1
lộn	1
ưa	1
động tĩnh	1
tương tự	1
dọc đường	1
dọc	1
gợi cảm	1
chẳng	1
như là	1
viền	1
thái bình	1
tỉ số	1
tâm trạng	1
đối xử	1
ghép	1
ái ân	1
dịp	1
vô tình	1
kèo	1
khí	1
đường cong	1
yết hầu	1
dặn	1
mặt khác	1
sỗ sàng	1
tận thế	1
tác dụng	1
thắng	1
gạt	1
ngáy	1
lương tâm	1
thống nhất	1
táo bạo	1
ngẫu nhiên	1
chuyển sang	1
hậu đậu	1
đặc vụ	1
lục	1
thành kiến	1
thể hiện	1
chữa	1
tất cả	1
dộng	1
trời	1
vậy	1
tiền bạc	1
thương hại	1
hét	1
nít	1
cặc	1
buồi	1
đít	1
vài	1
giúp	1
như	1
chắc chắn	1
thôi	1
tang chứng	1
bộ	1
đất	1
cao	1
trao	1
bảo	1
đeo	1
ngay	1
say	1
vui	1
vui lòng	1
đái	1
nước	1
trả	1
mau	1
ra	1
ở đâu	1
khác	1
cung	1
giáo	1
dai	1
dài	1
chúa	1
ghét	1
thành tựu	1
nhất trí	1
thậm chí	1
bộc lộ	1
mệnh đề	1
mẹ	1
cố đô	1
thông qua	1
đề cử	1
ngạc	1
ràng buộc	1
meo	1
nữa	1
xung quanh	1
ứng dụng	1
áp dụng	1
yếu tố	1
xem xét	1
tất nhiên	1
quan tâm	1
xin	1
đề xuất	1
đề nghị	1
lỗi lạc	1
sự tích	1
tổ tiên	1
mãng cầu	1
mứt	1
xua tan	1
tự hỏi	1
ở ngoài	1
em yêu	1
đã	1
phức tạp	1
phát tán	1
phối	1
đã rồi	1
chạy nhanh	1
khối	1
pháp	1
giải	1
khả	1
